instance_id,repo,prior_instance_id,target_instance_id,base_commit,condition_set_complete,resolved_no_memory,resolved_raw,resolved_adp,resolved_memory,eval_status_no_memory,eval_status_raw,eval_status_adp,eval_status_memory,eval_error_no_memory,eval_error_raw,eval_error_adp,eval_error_memory,empty_patch_no_memory,empty_patch_raw,empty_patch_adp,empty_patch_memory,non_empty_patch_no_memory,non_empty_patch_raw,non_empty_patch_adp,non_empty_patch_memory,patch_failed_no_memory,patch_failed_raw,patch_failed_adp,patch_failed_memory,no_patch_eval_no_memory,no_patch_eval_raw,no_patch_eval_adp,no_patch_eval_memory,patch_bytes_no_memory,patch_bytes_raw,patch_bytes_adp,patch_bytes_memory,patch_lines_added_no_memory,patch_lines_added_raw,patch_lines_added_adp,patch_lines_added_memory,patch_lines_deleted_no_memory,patch_lines_deleted_raw,patch_lines_deleted_adp,patch_lines_deleted_memory,patch_files_changed_no_memory,patch_files_changed_raw,patch_files_changed_adp,patch_files_changed_memory,run_exit_code_no_memory,run_exit_code_raw,run_exit_code_adp,run_exit_code_memory,run_status_no_memory,run_status_raw,run_status_adp,run_status_memory,openhands_iterations_no_memory,openhands_iterations_raw,openhands_iterations_adp,openhands_iterations_memory,llm_calls_no_memory,llm_calls_raw,llm_calls_adp,llm_calls_memory,input_tokens_no_memory,input_tokens_raw,input_tokens_adp,input_tokens_memory,output_tokens_no_memory,output_tokens_raw,output_tokens_adp,output_tokens_memory,total_tokens_no_memory,total_tokens_raw,total_tokens_adp,total_tokens_memory,max_turn_tokens_no_memory,max_turn_tokens_raw,max_turn_tokens_adp,max_turn_tokens_memory,wall_seconds_no_memory,wall_seconds_raw,wall_seconds_adp,wall_seconds_memory,prompt_chars_no_memory,prompt_chars_raw,prompt_chars_adp,prompt_chars_memory,prior_context_chars_no_memory,prior_context_chars_raw,prior_context_chars_adp,prior_context_chars_memory,empty_patch_cause_no_memory,empty_patch_cause_raw,empty_patch_cause_adp,empty_patch_cause_memory,notes
matplotlib__matplotlib-22686,matplotlib/matplotlib,matplotlib__matplotlib-22711,matplotlib__matplotlib-22686,e779b97174ff3ab2737fbdffb432ef8689201602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4692,16474,19038,14926,0,11746,14301,10189,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-22706,matplotlib/matplotlib,matplotlib__matplotlib-22711,matplotlib__matplotlib-22706,f670fe78795b18eb1118707721852209cd77ad51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385,15167,17731,13619,0,11746,14301,10189,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-23098,matplotlib/matplotlib,matplotlib__matplotlib-22835,matplotlib__matplotlib-23098,c33557d120eefe3148ebfcf2e758ff2357966000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,18088,24151,15626,0,16477,22531,14006,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-23172,matplotlib/matplotlib,matplotlib__matplotlib-23299,matplotlib__matplotlib-23172,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299,32520,42638,24103,0,30185,40294,21759,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-23687,matplotlib/matplotlib,matplotlib__matplotlib-24149,matplotlib__matplotlib-23687,de98877e3dc45de8dd441d008f23d88738dc015d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,20479,23597,18706,0,17743,20852,15961,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-24818,matplotlib/matplotlib,matplotlib__matplotlib-24149,matplotlib__matplotlib-24818,e8101f17d8a7d2d7eccff7452162c02a27980800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855,20634,23752,18861,0,17743,20852,15961,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-25352,matplotlib/matplotlib,matplotlib__matplotlib-25332,matplotlib__matplotlib-25352,3742e7e8385e70072fb2521a411a25dd69d22dbf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374,27458,35034,22945,0,25048,32615,20526,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-26331,matplotlib/matplotlib,matplotlib__matplotlib-26020,matplotlib__matplotlib-26331,c0d9c983398cb07ab7a2055563f95b364abfa87c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,45919,36439,21588,0,43551,34062,19211,,,,,evaluator outputs not found for this target
matplotlib__matplotlib-27361,matplotlib/matplotlib,matplotlib__matplotlib-23562,matplotlib__matplotlib-27361,5b5154ded5ee9c546e640b01f1a75ac041fd2fed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,36060,50074,18106,0,29503,43508,11540,,,,,evaluator outputs not found for this target
mwaskom__seaborn-3091,mwaskom/seaborn,mwaskom__seaborn-3010,mwaskom__seaborn-3091,0f5a013e2cf43562deec3b879458e59a73853813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2864,24223,28378,21135,0,21323,25469,18226,,,,,evaluator outputs not found for this target
mwaskom__seaborn-3203,mwaskom/seaborn,mwaskom__seaborn-3190,mwaskom__seaborn-3203,87e097275ce468db8f18c80ef8970310cfef1fe8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412,22941,29761,19118,0,18493,25304,14661,,,,,evaluator outputs not found for this target
pallets__flask-4039,pallets/flask,pallets__flask-4045,pallets__flask-4039,d8c37f43724cd9fb0870f77877b7c4c7e38a19e0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4024,12759,16431,10564,0,8699,12362,6495,,,,,evaluator outputs not found for this target
psf__requests-2344,psf/requests,psf__requests-2674,psf__requests-2344,d7c0249aa8d46d1383cb31d38196c7715c213611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,17688,21870,14106,0,16078,20251,12487,,,,,evaluator outputs not found for this target
psf__requests-3359,psf/requests,psf__requests-3362,psf__requests-3359,b2f6173a3833153f57d9e3baa6728c5cc46c0b29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808,22672,30455,16641,0,20828,28602,14788,,,,,evaluator outputs not found for this target
psf__requests-3481,psf/requests,psf__requests-3362,psf__requests-3481,b2f6173a3833153f57d9e3baa6728c5cc46c0b29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093,23957,31740,17926,0,20828,28602,14788,,,,,evaluator outputs not found for this target
pydata__xarray-4529,pydata/xarray,pydata__xarray-4493,pydata__xarray-4529,a5f53e203c52a7605d5db799864046471115d04f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,34282,44535,21227,0,32272,42516,19208,,,,,evaluator outputs not found for this target
pydata__xarray-508,pydata/xarray,pydata__xarray-3364,pydata__xarray-508,b21f62ee37eea3650a58e9ffa3a7c9f4ae83006b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,31260,40271,21947,0,29305,38307,19983,,,,,evaluator outputs not found for this target
pylint-dev__pylint-6471,pylint-dev/pylint,pylint-dev__pylint-7080,pylint-dev__pylint-6471,273a8b25620467c1e5686aa8d2a1dbb8c02c78d0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3572,42759,25094,15757,0,39151,21477,12140,,,,,evaluator outputs not found for this target
pytest-dev__pytest-10341,pytest-dev/pytest,pytest-dev__pytest-11148,pytest-dev__pytest-10341,2f7415cfbc4b6ca62f9013f1abd27136f46b9653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776,28552,34726,24306,0,25740,31905,21485,,,,,evaluator outputs not found for this target
pytest-dev__pytest-9358,pytest-dev/pytest,pytest-dev__pytest-8365,pytest-dev__pytest-9358,4964b468c83c06971eb743fbc57cc404f760c573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6637,21367,27994,18505,0,14694,21312,11823,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-12622,scikit-learn/scikit-learn,scikit-learn__scikit-learn-10949,scikit-learn__scikit-learn-12622,ac327c5ad66fa3d4eb607d007e3684dec872d49a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5753,28382,36978,23150,0,22593,31180,17352,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-13771,scikit-learn/scikit-learn,scikit-learn__scikit-learn-13779,scikit-learn__scikit-learn-13771,8d3b4ff3eec890396a3d7a806bbe944f55a89cb4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,18468,22866,14706,0,16782,21171,13011,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-15093,scikit-learn/scikit-learn,scikit-learn__scikit-learn-10949,scikit-learn__scikit-learn-15093,871b25162339c60557e5bf1754ea553ec33adf52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3362,25991,34587,20759,0,22593,31180,17352,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-25365,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25500,scikit-learn__scikit-learn-25365,f45a9071e1ff2bdc044c040959b5387c3d9559c8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7470,28835,31353,24605,0,21329,23838,17090,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-25578,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25578,6adb209acd63825affc884abcd85381f148fb1b0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638,27525,35152,22685,0,23851,31469,19002,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-25634,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25634,6adb209acd63825affc884abcd85381f148fb1b0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867,26754,34381,21914,0,23851,31469,19002,,,,,evaluator outputs not found for this target
