instance_id,condition,prior_failure_signature_excerpt,run_failure_signature_excerpt,target_failure_signature_excerpt,reused_prior_failure_signature_bool,reproduced_target_failure_bool,resolved,supporting_run_artifact
django__django-28916,no_memory,,"django/db/migrations/exceptions.py|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28916/no_memory
django__django-28916,raw,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|1175→ raise ValueError('Found wrong number (%s) of PK constra|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|django/db/migrations/exceptions.py|425 raise ValueError(""Can't handle dependency %r"" % (dependency,)) | 451 except LookupError:|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or ...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | ERROR: test_fk_change_with_unique_together_order (__main__.ForeignKeyChangeUniqueTogetherOrderTest) | Traceback (most recent call last): | AttributeError: 'ProjectState' object has no attribute 'get_models' | FAILED (errors=1)|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | ERROR: test_fk_change_with_unique_together_order (__main__.ForeignKeyChangeUniqueTogetherOrderTest) | Traceback (most recent call last): | AttributeError: 'NoneType' object has no attribute 'add_model' | FAILED (errors=1)|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | FAIL: test_fk_change_with_unique_together_order (__main__.ForeignKeyChangeUniqueTogetherOrderTest) | Traceback (most recent call last): | AssertionError: 3 not less than 2 : AlterUniqueTogether (idx=3) should come before Re...|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|16 raise ValueError('Cyclic dependency in graph: {}'.format(|327 raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations)",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28916/raw
django__django-28916,adp,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|1175→ raise ValueError('Found wrong number (%s) of PK constra|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|451 except LookupError:|327 raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations)|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|print(""ERROR: No changes detected!"")|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | AttributeError: 'set' object has no attribute 'get_models'|print(""ERROR: No changes detected!"") | print(""ERROR: No changes detected!"")|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | ImportError: cannot import name 'FieldState' from 'django.db.migrations.state' (/testbed/django/db/migrations/state.py)|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | ValueError: too many values to unpack (expected 2)|94 print(""ERROR: No changes detected!"") | print(""ERROR: No changes detected!"") | print(""ERROR: No changes detected!"")",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28916/adp
django__django-28916,memory,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|- Traceback (most recent call last):|- FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|django/db/migrations/exceptions.py|451 except LookupError:|327 raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations)|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|392 raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations) | raise ValueError(""Can't handle dependency %r"" % (dependency,)) | except LookupError: | raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations) | raise ValueError(""Can't handle dependency %r"" ...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | django.core.exceptions.ImproperlyConfigured: Requested setting LOGGING_CONFIG, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or ...|E django.core.exceptions.AppRegistryNotReady: Apps aren't loaded yet. | ERROR tests/migrations/test_autodetector.py - django.core.exceptions.AppRegis... | Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | ERROR: not found: /testbed/tests/migrations/test_autodetector.py::Au...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | ERROR: test_foo_together_and_field_removal (unittest.loader._FailedTest) | AttributeError: type object 'AutodetectorTests' has no attribute 'test_foo_together_and_field_removal' | FAILED (errors=1)",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28916/memory
django__django-29123,no_memory,,"tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|django/db/migrations/exceptions.py|327: raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations)|327 raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations)|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))",Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|sqlite3.OperationalError,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29123/no_memory
django__django-29123,raw,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|1175→ raise ValueError('Found wrong number (%s) of PK constra|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|django/db/migrations/exceptions.py|17 raise ValueError( | 276 raise ValueError(|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|16 raise ValueError('Cyclic dependency in graph: {}'.format(",Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|sqlite3.OperationalError,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29123/raw
django__django-29123,adp,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|1175→ raise ValueError('Found wrong number (%s) of PK constra|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|django/db/migrations/exceptions.py|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations) | raise ValueError(""Can't handle dependency %r"" % (dependency,)) | except LookupError: | raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations) | raise ValueError(""Can't handle dependency %r"" ...|E django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before accessing settings. | ERROR tests/migrations/test_autodetector.py - django.core.exceptions.Impro...|FAILED (errors=1)|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | ERROR: test_remove_field_and_foo_together (migrations.test_autodetector.AutodetectorTests) | Traceback (most recent call last): | ValueError: Cyclic dependency in graph: (<RemoveField model_name='book', name='newfield'>, {<...|tests/migrations/test_exceptions.py|side_effect=AssertionError(""Should not have prompted for not null addition"")) | side_effect=AssertionError(""Should not have prompted for not null addition"")) | side_effect=AssertionError(""Should not have prompted for not null addition"")) | side_effect=AssertionError(""Should not have prompted for not null addition""))...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | ERROR: test_replace_field_and_foo_together (migrations.test_autodetector.AutodetectorTests) | Traceback (most recent call last): | ValueError: Cyclic dependency in graph: (<RemoveField model_name='book', name='foo_id'>, {<A...",Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|sqlite3.OperationalError,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29123/adp
django__django-29123,memory,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|- Traceback (most recent call last):|- FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|django/db/migrations/exceptions.py|16 raise ValueError('Cyclic dependency in graph: {}'.format(|1 from django.core.exceptions import FieldDoesNotExist|17 raise ValueError( | 276 raise ValueError(|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|451 except LookupError:|test_exceptions.py|327 raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations)|side_effect=AssertionError(""Should not have prompted for not null addition"")) | side_effect=AssertionError(""Should not have prompted for not null addition"")) | side_effect=AssertionError(""Should not have prompted for not null addition"")) | side_effect=AssertionError(""Should not have prompted for not null addition""))...",Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|sqlite3.OperationalError,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29123/memory
django__django-29124,no_memory,,"django/db/migrations/exceptions.py|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|16 raise ValueError('Cyclic dependency in graph: {}'.format(|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack'|E django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before accessing settings. | ERROR tests/migrations/test_autodetector.py - django.core.exceptions.Impro...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | RuntimeError: Model class tests.migrations.models.ModelWithCustomBase doesn't declare an explicit app_label and isn't in an application in INSTALLED_APPS.|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | ImportError: cannot import name 'StateForwards' from 'django.db.migrations.state' (/testbed/django/db/migrations/state.py)|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | TypeError: cannot unpack non-iterable ModelState object|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | ValueError: too many values to unpack (expected 2)|115 except LookupError:","exception when creating/applying the migration.|Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|KeyError:|exception,|exception|Traceback|django.core.exceptions.FieldDoesNotExist",0,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29124/no_memory
django__django-29124,raw,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|1175→ raise ValueError('Found wrong number (%s) of PK constra|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|451 except LookupError:|327 raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations)|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|E django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before accessing settings. | ERROR tests/migrations/test_autodetector.py - django.core.exceptions.Impro...|17 raise ValueError(|raise ValueError( | raise ValueError( | raise ValueError( | raise ValueError(|raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations) | raise ValueError(""Can't handle dependency %r"" % (dependency,)) | except LookupError: | raise ValueError(""Cannot resolve operation dependencies: %r"" % self.generated_operations) | raise ValueError(""Can't handle dependency %r"" ...","exception when creating/applying the migration.|Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|KeyError:|exception,|exception|Traceback|django.core.exceptions.FieldDoesNotExist",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29124/raw
django__django-29124,adp,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|1175→ raise ValueError('Found wrong number (%s) of PK constra|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|django/db/migrations/exceptions.py|425 raise ValueError(""Can't handle dependency %r"" % (dependency,))|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | ERROR: MigrationAutodetectorTests (unittest.loader._FailedTest) | AttributeError: module 'migrations.test_autodetector' has no attribute 'MigrationAutodetectorTests' | FAILED (errors=1)|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack'|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | ValueError: too many values to unpack (expected 2)","exception when creating/applying the migration.|Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|KeyError:|exception,|exception|Traceback|django.core.exceptions.FieldDoesNotExist",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29124/adp
django__django-29124,memory,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way...|- Traceback (most recent call last):|- FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)|411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % (|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FAILED with error: Found wrong number (2) of constraints for test_app_testmodel(field1, field2)","django/db/migrations/exceptions.py|16 raise ValueError('Cyclic dependency in graph: {}'.format(|17 raise ValueError( | 276 raise ValueError(|1 from django.core.exceptions import FieldDoesNotExist|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | django.core.exceptions.ImproperlyConfigured: Requested setting LOGGING_CONFIG, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or ...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | ModuleNotFoundError: No module named 'tests.settings|E django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before accessing settings. | ERROR tests/migrations/test_autodetector.py - django.core.exceptions.Impro...|print(""FAIL: result is None"") | print(f""FAIL: Wrong order. Expected [AlterUniqueTogether, RemoveField], got {[type(op).__name__ for op in result]}"") | print(f""FAIL: Wrong list length. Expected 2, got {len(result)}"") | print(f""FAIL: Unexpected result type: {type(result)}"") | print(""TESTS FAILED - This is the bug we n...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | FAIL: Wrong order. Expected [AlterUniqueTogether, RemoveField], got ['RemoveField', 'AlterUniqueTogether'] | TESTS FAILED - This is the bug we need to fix!|raise ValueError( | raise ValueError( | raise ValueError( | raise ValueError(","exception when creating/applying the migration.|Which results in an exception at step 6...|testapp.0002_broken_migration...Traceback|KeyError:|exception,|exception|Traceback|django.core.exceptions.FieldDoesNotExist",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29124/memory
django__django-29838,no_memory,,tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|22 class InvalidQuery(Exception): | 63 raise TypeError(other) | 303 raise ValueError('relation_name cannot be empty.') | 307 raise ValueError('condition argument must be a Q() instance.')|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | TypeError: unhashable type: 'list'|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack'|36 # that contain lists should not raise TypeError | # that contain lists should not raise TypeError,Traceback|TypeError,0,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29838/no_memory
django__django-29838,raw,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a...|file_path"": ""./swebench_9_15/testbed/django/core/exceptions.py|2→Global Django exception and warning classes.|6→class FieldDoesNotExist(Exception):|11→class AppRegistryNotReady(Exception):|16→class ObjectDoesNotExist(Exception):|21→class MultipleObjectsReturned(Exception):|26→class SuspiciousOperation(Exception):|66→class RequestAborted(Exception):|find testbed/tests -path ""*test*exception*"" -o -path ""*test*validation*","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|22 class InvalidQuery(Exception): | 63 raise TypeError(other) | 303 raise ValueError('relation_name cannot be empty.') | 307 raise ValueError('condition argument must be a Q() instance.')|25 with self.assertRaisesMessage(TypeError, str(obj)): | 27 with self.assertRaisesMessage(TypeError, str(obj))|except TypeError as e: | print('Error:', e) | Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Error: unhashable type: 'list'|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack'|with self.assertRaisesMessage(TypeError, str(obj)): | with self.assertRaisesMessage(TypeError, str(obj)): | with self.assertRaisesMessage(TypeError, str(obj)): | with self.assertRaisesMessage(TypeError, str(obj))|tests/migrations/test_exceptions.py|Fixed the bug where hashing Q objects with `__in` lookups raised a `TypeError: unhashable type: 'list'`.",Traceback|TypeError,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29838/raw
django__django-29838,adp,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a...|path: django/core/exceptions.py|file_path"": ""./swebench_9_15/testbed/django/core/exceptions.py|2→Global Django exception and warning classes.|6→class FieldDoesNotExist(Exception):|11→class AppRegistryNotReady(Exception):|16→class ObjectDoesNotExist(Exception):|21→class MultipleObjectsReturned(Exception):|26→class SuspiciousOperation(Exception):|66→class RequestAborted(Exception):","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|22 class InvalidQuery(Exception): | 63 raise TypeError(other) | 303 raise ValueError('relation_name cannot be empty.') | 307 raise ValueError('condition argument must be a Q() instance.')|except TypeError as e: | print('Hash failed:', e) | Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Hash failed: unhashable type: 'list'|except TypeError as e: | print('Hash failed:', e) | except TypeError as e: | print('Q hash failed:', e) | Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack'|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack'|36 # that contain lists should not raise TypeError | # that contain lists should not raise TypeError|**Problem:** `Q(a__in=[1, 2]).__hash__()` raised `TypeError: unhashable type: 'list'` because the `Node.__hash__` method only handled top-level lists, not lists nested inside tuples (like `('a__in', [1, 2])`).",Traceback|TypeError,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29838/adp
django__django-29838,memory,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a...|- django/core/exceptions.py [Read: 1]|- tests/test_exceptions/test_validation_error.py [Read: 1]|- [diagnostic] find testbed/tests -path ""*test*exception*"" -o -path ""*test*validation*|grep -E ""/.py$|- [test] cd testbed && python3 -m pytest tests/test_exceptions/test_validation_error.py -v|- [test] python3 -m pytest tests/test_exceptions/test_validation_error.py -v|- Traceback (most recent call last):|- E RecursionError: maximum recursion depth exceeded|- E RecursionError: maximum recursion depth exceeded while calling a Python object","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|25 with self.assertRaisesMessage(TypeError, str(obj)): | 27 with self.assertRaisesMessage(TypeError, str(obj))|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | TypeError: unhashable type: 'list'|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack'|9 # Should not raise TypeError: unhashable type: 'list' | # Should not raise TypeError: unhashable type: 'list' | with self.assertRaisesMessage(TypeError, str(obj)): | with self.assertRaisesMessage(TypeError, str(obj)): | with self.assertRaisesMessage(TypeError, str(obj)): | with self.assertRaisesMessage(TypeError, ...|Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Traceback (most recent call last): | django.core.exceptions.ImproperlyConfigured: Requested setting TEST_RUNNER, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or cal...|print('Success! No TypeError raised.') | Traceback (most recent call last): | ModuleNotFoundError: No module named '_distutils_hack' | Success! No TypeError raised.|When using `Q(a__in=[1, 2])`, calling `q.__hash__()` raised `TypeError: unhashable type: 'list'` because the list `[1, 2]` inside the child tuple was not being converted to a hashable type.",Traceback|TypeError,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-29838/memory
django__django-30153,no_memory,,"django/contrib/admin/exceptions.py|15 from django.contrib.admin.exceptions import DisallowedModelAdminToField | 27 from django.core.exceptions import ( | 71 class IncorrectLookupParameters(Exception)|96 raise KeyError('Unknown media type ""%s""' % name) | 118 except ValueError: | 149 except AttributeError:|118 except ValueError:|9 from django.core.exceptions import ValidationError | 12 from django.urls.exceptions import NoReverseMatch | 181 except (ValueError, self.rel.model.DoesNotExist, ValidationError)",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30153/no_memory
django__django-30153,raw,"SyntaxError: invalid syntax|Traceback (most recent call last):|ImportError: No module named django|AttributeError: 'NoneType' object has no attribute 'loader'|django.core.exceptions.ImproperlyConfigured: Requested setting USE_I18N, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before acce...|django.core.exceptions.AppRegistryNotReady: Apps aren't loaded yet.|During handling of the above exception, another exception occurred:|raise AttributeError|runtests.py: error: argument -v/--verbosity: expected one argument|FAIL: test_combine_media (forms_tests.tests.test_media.FormsMediaTestCase)","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|96 raise KeyError('Unknown media type ""%s""' % name) | 118 except ValueError: | 149 except AttributeError: | 319 raise ValueError('empty_label list/tuple must have 3 elements.') | 387 except ValueError: | 425 except ValueError|15 from django.contrib.admin.exceptions import DisallowedModelAdminToField | 27 from django.core.exceptions import (|118 except ValueError:|print(f""/n✗ ERROR: inlines.js (index {inlines_index}) comes before jQuery (index {jquery_index})!"")|print(f""/n✗ ERROR: inlines.js (index {inlines_index}) comes before jQuery (index {jquery_index})!"") | print(f""/n✗ ERROR: inlines.js (index {inlines_index}) comes before jQuery (index {jquery_index})!"")|Traceback (most recent call last): | ModuleNotFoundError: No module named 'tests.settings",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30153/raw
