instance_id,condition,evidence_mentions_target_gold_file_bool,evidence_mentions_target_gold_dir_bool,evidence_mentions_target_gold_symbol_bool,evidence_mentions_target_failure_signature_bool,evidence_contains_relevant_test_command_bool,evidence_contains_prior_edited_target_gold_file_bool,evidence_contains_prior_inspected_target_gold_file_bool,evidence_overlap_score,target_gold_files,target_gold_dirs,overlapping_symbols,failure_signature_overlap_excerpt
django__django-25916,memory,1,1,1,0,0,1,1,12.2,django/contrib/sitemaps/templates/sitemap_index.xml|django/contrib/sitemaps/views.py|docs/releases/4.1.txt|docs/ref/contrib/sitemaps.txt|django/contrib/sitemaps/__init__.py|docs/internals/deprecation.txt,docs/internals|docs/ref/contrib|docs/releases|django/contrib/sitemaps|django/contrib/sitemaps/templates,Description,"Sitemaps without items raise ValueError on callable lastmod. || When sitemap contains not items, but supports returning lastmod for an item, it fails with a ValueError:"
django__django-26486,raw,0,1,1,0,0,0,0,4.6,django/db/models/query_utils.py,django/db/models,Description|select_related,"1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || 1740- raise TypeError(""Cannot pass None as an argument to only()."")"
django__django-26486,adp,0,1,1,0,0,0,0,4.6,django/db/models/query_utils.py,django/db/models,Description|select_related,"1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || 1740- raise TypeError(""Cannot pass None as an argument to only()."")"
django__django-26486,memory,0,1,1,0,0,0,0,4.7,django/db/models/query_utils.py,django/db/models,Description|select_related,"- Traceback (most recent call last): || 1736- raise TypeError(""Cannot call only() after .values() or .values_list()"")"
django__django-27910,raw,1,1,1,0,1,0,0,12.0,docs/releases/3.0.txt|docs/spelling_wordlist|docs/topics/db/models.txt|django/db/migrations/serializer.py|django/db/models/enums.py|django/db/models/__init__.py|docs/ref/models/fields.txt,django/db/models|django/db/migrations|docs/releases|docs/ref/models|docs|docs/topics/db,CharField|Description|Field|max_length,"264- except (TypeError, ValueError): || 273- except (TypeError, ValueError):"
django__django-27910,adp,1,1,1,0,1,0,0,12.0,docs/releases/3.0.txt|docs/spelling_wordlist|docs/topics/db/models.txt|django/db/migrations/serializer.py|django/db/models/enums.py|django/db/models/__init__.py|docs/ref/models/fields.txt,django/db/models|django/db/migrations|docs/releases|docs/ref/models|docs|docs/topics/db,CharField|Description|Field|max_length,"264- except (TypeError, ValueError): || 273- except (TypeError, ValueError):"
django__django-27910,memory,1,1,1,0,1,0,0,12.0,docs/releases/3.0.txt|docs/spelling_wordlist|docs/topics/db/models.txt|django/db/migrations/serializer.py|django/db/models/enums.py|django/db/models/__init__.py|docs/ref/models/fields.txt,django/db/models|django/db/migrations|docs/releases|docs/ref/models|docs|docs/topics/db,CharField|Description|Field|Model|max_length,- Traceback (most recent call last): || - FAIL: test_grouped_choices (__main__.TestMaxLengthChoices)
django__django-27995,raw,1,1,1,0,1,1,1,14.8,django/db/models/query.py,django/db/models,Description|QuerySet|order_by,1027→ raise ValueError('The nowait option cannot be used with skip_locked.') || 1160→ raise TypeError('Cannot reverse a query once a slice has been taken.')
django__django-27995,adp,1,1,1,0,1,1,1,15.0,django/db/models/query.py,django/db/models,Description|QuerySet|order_by,1027→ raise ValueError('The nowait option cannot be used with skip_locked.') || 1160→ raise TypeError('Cannot reverse a query once a slice has been taken.')
django__django-27995,memory,1,1,1,0,0,1,1,12.7,django/db/models/query.py,django/db/models,Description|QuerySet|order_by,"- Traceback (most recent call last): || - E django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() b..."
django__django-28211,raw,1,1,1,0,0,0,1,10.4,django/db/models/query_utils.py,django/db/models,Description,"""TypeError: cannot pickle"" when applying || operator to a Q object"
django__django-28211,adp,1,1,1,0,0,0,1,10.8,django/db/models/query_utils.py,django/db/models,Description,"""TypeError: cannot pickle"" when applying || operator to a Q object"
django__django-28211,memory,1,1,1,0,0,0,1,10.5,django/db/models/query_utils.py,django/db/models,Description,"""TypeError: cannot pickle"" when applying || operator to a Q object"
django__django-28862,raw,0,0,1,0,0,0,0,2.7,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|index_together|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ( || command to raise an exception while trying to apply the generated migration."
django__django-28862,adp,0,0,1,0,0,0,0,2.7,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|index_together|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ( || command to raise an exception while trying to apply the generated migration."
django__django-28862,memory,0,0,1,0,0,0,0,2.7,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|index_together|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || - Traceback (most recent call last): || command to raise an exception while trying to apply the generated migration."
django__django-28916,raw,0,0,1,0,0,0,0,2.9,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ("
django__django-28916,adp,0,0,1,0,0,0,0,2.9,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ("
django__django-28916,memory,0,0,1,0,0,0,0,2.8,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Model|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || - Traceback (most recent call last):"
django__django-29123,raw,0,0,1,0,1,0,0,4.5,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|True|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ( || Which results in an exception at step 6... || testapp.0002_broken_migration...Traceback"
django__django-29123,adp,0,0,1,0,1,0,0,4.5,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|True|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ( || Which results in an exception at step 6... || testapp.0002_broken_migration...Traceback"
django__django-29123,memory,0,0,1,0,1,0,0,4.5,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|Traceback|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || - Traceback (most recent call last): || Which results in an exception at step 6... || testapp.0002_broken_migration...Traceback"
django__django-29124,raw,0,0,1,1,1,0,0,6.5,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|_meta|get_field|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ( || exception when creating/applying the migration. || Which results in an exception at step 6..."
django__django-29124,adp,0,0,1,1,1,0,0,6.5,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|_meta|get_field|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || 411→ raise ValueError(""Found wrong number (%s) of constraints for %s(%s)"" % ( || exception when creating/applying the migration. || Which results in an exception at step 6..."
django__django-29124,memory,0,0,1,1,1,0,0,6.5,django/db/migrations/operations/models.py,django/db/migrations/operations,Description|Django|Traceback|_meta|get_field|unique_together,"It will fail at django/db/backends/base/schema.py, line 378, in _delete_composed_index(), ValueError: Found wrong number (2) of constraints for as this one will find two constraints, the _uniq and the _idx one. No way... || - Traceback (most recent call last): || exception when creating/applying the migration. || Which results in an exception at step 6..."
django__django-29838,raw,0,1,1,1,0,0,0,6.3,django/utils/tree.py|django/utils/hashable.py|django/db/models/expressions.py|docs/releases/2.1.3.txt,django/utils|django/db/models|docs/releases,Description,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a... || file_path"": ""./swebench_9_15/testbed/django/core/exceptions.py || Traceback || TypeError"
django__django-29838,adp,0,1,1,1,0,0,0,6.2,django/utils/tree.py|django/utils/hashable.py|django/db/models/expressions.py|docs/releases/2.1.3.txt,django/utils|django/db/models|docs/releases,Description,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a... || path: django/core/exceptions.py || Traceback || TypeError"
django__django-29838,memory,0,0,1,1,0,0,0,4.6,django/utils/tree.py|django/utils/hashable.py|django/db/models/expressions.py|docs/releases/2.1.3.txt,django/utils|django/db/models|docs/releases,Description|Traceback,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a... || - django/core/exceptions.py [Read: 1] || Traceback || TypeError"
django__django-30153,raw,1,1,1,0,0,1,1,13.0,django/forms/widgets.py,django/forms,Description|MediaOrderConflictWarning,SyntaxError: invalid syntax || Traceback (most recent call last):
django__django-30153,adp,1,1,1,0,0,1,1,13.0,django/forms/widgets.py,django/forms,Description|MediaOrderConflictWarning,SyntaxError: invalid syntax || Traceback (most recent call last):
django__django-30153,memory,1,1,1,0,0,1,1,12.7,django/forms/widgets.py,django/forms,Description|MediaOrderConflictWarning,- Traceback (most recent call last): || - ImportError: No module named django
django__django-30254,raw,1,1,1,0,1,0,0,10.3,django/db/models/base.py,django/db/models,CharField|Description|Django|Model|True|__init__,"948- raise ValueError(""get_next/get_previous cannot be used on unsaved objects."") || SyntaxError: invalid syntax"
django__django-30254,adp,1,1,1,0,1,0,1,12.1,django/db/models/base.py,django/db/models,CharField|Description|Django|Model|True|__init__,"948- raise ValueError(""get_next/get_previous cannot be used on unsaved objects."") || SyntaxError: invalid syntax"
django__django-30254,memory,1,1,1,0,1,0,1,12.2,django/db/models/base.py,django/db/models,CharField|Description|Django|Model|True|__init__,"- Traceback (most recent call last): || 948- raise ValueError(""get_next/get_previous cannot be used on unsaved objects."")"
django__django-30651,raw,1,1,1,0,1,0,0,10.2,django/db/models/query.py|django/contrib/messages/storage/base.py|django/db/models/expressions.py|django/db/models/query_utils.py|django/template/context.py|django/db/models/indexes.py|django/core/validators.py|django/contrib/postgres/constraints.py|django/db/models/constraints.py|django/db/models/base.py,django/contrib/postgres|django/db/models|django/core|django/contrib/messages/storage|django/template,Description|Django|Python|__eq__,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a... || file_path"": ""./swebench_9_15/testbed/django/core/exceptions.py"
django__django-30651,adp,1,1,1,0,1,0,0,10.6,django/db/models/query.py|django/contrib/messages/storage/base.py|django/db/models/expressions.py|django/db/models/query_utils.py|django/template/context.py|django/db/models/indexes.py|django/core/validators.py|django/contrib/postgres/constraints.py|django/db/models/constraints.py|django/db/models/base.py,django/contrib/postgres|django/db/models|django/core|django/contrib/messages/storage|django/template,Description|Django|__eq__,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a... || path: django/core/exceptions.py"
django__django-30651,memory,1,1,1,0,1,0,0,9.3,django/db/models/query.py|django/contrib/messages/storage/base.py|django/db/models/expressions.py|django/db/models/query_utils.py|django/template/context.py|django/db/models/indexes.py|django/core/validators.py|django/contrib/postgres/constraints.py|django/db/models/constraints.py|django/db/models/base.py,django/contrib/postgres|django/db/models|django/core|django/contrib/messages/storage|django/template,Description|Django|Python|__eq__,"Currently ValidationErrors (django.core.exceptions.ValidationError) that have identical messages don't equal each other, which is counter-intuitive, and can make certain kinds of testing more complicated. Please add a... || - django/core/exceptions.py [Read: 1]"
django__django-30931,raw,1,1,1,0,1,1,1,15.1,django/db/models/fields/__init__.py|docs/releases/2.2.7.txt,django/db/models/fields|docs/releases,CharField|Description|Example|FooBar|Model|get_FOO_display|get_foo_bar_display,"954- raise ValueError(""get_next/get_previous cannot be used on unsaved objects."") || Traceback (most recent call last):"
django__django-30931,adp,1,1,1,0,1,1,1,15.4,django/db/models/fields/__init__.py|docs/releases/2.2.7.txt,django/db/models/fields|docs/releases,CharField|Description|Example|FooBar|Model|get_FOO_display|get_foo_bar_display,"954- raise ValueError(""get_next/get_previous cannot be used on unsaved objects."") || Traceback (most recent call last):"
django__django-30931,memory,1,1,1,0,0,1,1,12.9,django/db/models/fields/__init__.py|docs/releases/2.2.7.txt,django/db/models/fields|docs/releases,CharField|Description|Example|FooBar|Model|get_FOO_display|get_foo_bar_display,"- Traceback (most recent call last): || - E django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() b..."
django__django-31051,raw,1,1,1,0,1,0,0,10.6,django/core/management/commands/dumpdata.py|django/core/serializers/__init__.py,django/core/management/commands|django/core/serializers,Description|Note|True|create_test_db|serialized_rollback|sort_dependencies,"48→ self.assertEqual(len(connections[alias].queries_log), 0, 'Failed for alias %s' % alias) || SyntaxError: invalid syntax || function takes a list of apps and/or models, and resolves this into a sorted flat list of models, ready to be serialized in that order. This function is intended to make natural foreign keys work, by serializing model... || without natural keys enabled (which is the default). Even though natural keys might be defined in the models (which causes the sorting and exceptio..."
django__django-31051,adp,1,1,1,0,1,0,0,10.6,django/core/management/commands/dumpdata.py|django/core/serializers/__init__.py,django/core/management/commands|django/core/serializers,Description|Note|True|create_test_db|serialized_rollback|sort_dependencies,"48→ self.assertEqual(len(connections[alias].queries_log), 0, 'Failed for alias %s' % alias) || SyntaxError: invalid syntax || function takes a list of apps and/or models, and resolves this into a sorted flat list of models, ready to be serialized in that order. This function is intended to make natural foreign keys work, by serializing model... || without natural keys enabled (which is the default). Even though natural keys might be defined in the models (which causes the sorting and exceptio..."
django__django-31051,memory,1,0,1,0,1,0,0,8.7,django/core/management/commands/dumpdata.py|django/core/serializers/__init__.py,django/core/management/commands|django/core/serializers,Description|Note|True|create_test_db|serialized_rollback|sort_dependencies,"- Traceback (most recent call last): || - ModuleNotFoundError: No module named 'test_app' || function takes a list of apps and/or models, and resolves this into a sorted flat list of models, ready to be serialized in that order. This function is intended to make natural foreign keys work, by serializing model... || without natural keys enabled (which is the default). Even though natural keys might be defined in the models (which causes the sorting and exception), no natural keys will be prese..."
django__django-31181,raw,1,1,1,0,1,1,1,14.0,docs/releases/3.2.txt|django/contrib/admin/helpers.py,django/contrib/admin|docs/releases,Admin|Description,8→from django.core.exceptions import ObjectDoesNotExist || SyntaxError: invalid syntax
django__django-31181,adp,1,1,1,0,1,1,1,15.0,docs/releases/3.2.txt|django/contrib/admin/helpers.py,django/contrib/admin|docs/releases,Admin|Description,8→from django.core.exceptions import ObjectDoesNotExist || SyntaxError: invalid syntax
django__django-31181,memory,1,1,1,0,0,1,1,12.1,docs/releases/3.2.txt|django/contrib/admin/helpers.py,django/contrib/admin|docs/releases,Admin|Description,- Traceback (most recent call last): || - RuntimeError: Conflicting 'author' models in application 'test_app': <class '__main__.Author'> and <class 'test_issue.Author'>.
django__django-31864,raw,1,1,1,0,1,1,1,14.4,django/contrib/sessions/backends/base.py|docs/releases/3.1.1.txt,docs/releases|django/contrib/sessions/backends,Description,Internal Server Error: /overview/ || Traceback (most recent call last):
django__django-31864,adp,1,1,1,0,1,1,1,13.8,django/contrib/sessions/backends/base.py|docs/releases/3.1.1.txt,docs/releases|django/contrib/sessions/backends,Description|Django|Session,Internal Server Error: /overview/ || Traceback (most recent call last):
django__django-31864,memory,1,1,1,0,1,1,1,13.7,django/contrib/sessions/backends/base.py|docs/releases/3.1.1.txt,docs/releases|django/contrib/sessions/backends,Description,Internal Server Error: /overview/ || Traceback (most recent call last):
django__django-32260,raw,0,0,1,0,0,0,0,3.0,django/views/debug.py|django/urls/resolvers.py|django/views/generic/base.py|django/contrib/admindocs/utils.py,django/views/generic|django/views|django/contrib/admindocs|django/urls,Description,"except Exception as e: || This results in the following exception || SystemCheckError: System check identified some issues: || . The signature variable in this function is expected to match (request, exception) for all handlers except for handler500 which is expected to have only (request). A positional argument, template_name is also present."
django__django-32260,adp,0,0,1,0,0,0,0,3.0,django/views/debug.py|django/urls/resolvers.py|django/views/generic/base.py|django/contrib/admindocs/utils.py,django/views/generic|django/views|django/contrib/admindocs|django/urls,Description,"except Exception as e: || This results in the following exception || SystemCheckError: System check identified some issues: || . The signature variable in this function is expected to match (request, exception) for all handlers except for handler500 which is expected to have only (request). A positional argument, template_name is also present."
